Entry,AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5,SEP,SER_A,SER_C,SER_D,SER_E,SER_F,SER_G,SER_H,SER_I,SER_K,SER_L,SER_M,SER_N,SER_P,SER_Q,SER_R,SER_S,SER_T,SER_V,SER_W,SER_Y,Label
A0A7U1HDB0,6.85,3.18,5.47,4.79,4.92,5.82,2.04,4.83,6.12,9.43,2.37,5.41,3.85,3.37,3.44,6.43,7.43,8.44,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.139,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.043,-0.501,-0.181,-0.439,0.001,4.191,-0.265,-0.158,-0.229,-0.21,-0.214,-0.239,-0.115,-0.211,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.279,-0.301,-0.072,-0.208,POSITIVE
A0A8B6RHS3,6.86,3.18,5.47,4.79,4.93,5.81,2.04,4.83,6.12,9.44,2.37,5.41,3.83,3.37,3.44,6.4,7.44,8.43,1.1,4.74,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.056,0.384,0.347,0.269,0.446,0.29,0.268,0.223,0.528,0.472,-0.045,-0.5,-0.181,-0.438,0.001,4.191,-0.265,-0.158,-0.229,-0.21,-0.214,-0.238,-0.115,-0.211,-0.247,-0.321,-0.128,-0.228,-0.18,-0.165,-0.167,-0.254,-0.279,-0.301,-0.072,-0.208,POSITIVE
A0A8B1K6X7,5.8,4.35,0,2.9,7.25,1.45,0,4.35,2.9,17.39,1.45,7.25,1.45,0,4.35,11.59,5.8,15.94,0,5.8,0.072,0.029,0.899,0.275,0.551,0.464,0.014,0.13,0.029,0.072,0.899,0.638,0.159,0.217,0.174,0.058,0.348,0.435,0.217,0.565,0.145,0.261,0.232,0.536,0.464,-0.913,-0.696,-0.326,-0.517,-0.074,3.637,-0.238,-0.197,0,-0.148,-0.274,-0.089,0,-0.197,-0.148,-0.439,-0.089,-0.274,-0.089,0,-0.197,-0.36,-0.238,-0.422,0,-0.238,POSITIVE
Q1EFP2,5.26,3.95,1.32,3.95,5.26,2.63,0,3.95,2.63,18.42,1.32,6.58,2.63,0,2.63,9.21,6.58,18.42,0,5.26,0.053,0.053,0.895,0.25,0.579,0.513,0.026,0.105,0.053,0.053,0.895,0.658,0.145,0.237,0.158,0.053,0.342,0.434,0.224,0.579,0.171,0.25,0.211,0.566,0.434,-0.958,-0.878,-0.341,-0.63,-0.022,3.672,-0.224,-0.184,-0.082,-0.184,-0.224,-0.138,0,-0.184,-0.138,-0.45,-0.082,-0.258,-0.138,0,-0.138,-0.317,-0.258,-0.45,0,-0.224,POSITIVE
A0A7U3EG24,6.86,3.18,5.48,4.79,4.92,5.81,2.04,4.85,6.09,9.43,2.35,5.44,3.85,3.37,3.45,6.43,7.41,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.055,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.042,-0.5,-0.18,-0.44,0.001,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.246,-0.321,-0.127,-0.228,-0.181,-0.165,-0.168,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A897FDX9,6.99,3.13,4.79,5.43,4.72,5.99,1.7,4.9,6.27,9.9,2.38,5.29,3.72,3.43,2.97,6.65,7.81,8.44,1.04,4.43,0.109,0.102,0.788,0.254,0.481,0.4,0.037,0.102,0.102,0.109,0.788,0.531,0.2,0.341,0.145,0.055,0.391,0.345,0.264,0.451,0.289,0.267,0.228,0.528,0.472,-0.066,-0.565,-0.201,-0.479,0.009,4.172,-0.268,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.26,-0.287,-0.301,-0.069,-0.199,POSITIVE
A0A6M9QBW9,6.56,6.56,1.64,6.56,6.56,4.92,3.28,4.92,4.92,14.75,1.64,3.28,4.92,1.64,1.64,6.56,11.48,3.28,0,4.92,0.098,0.082,0.82,0.311,0.475,0.393,0.049,0.115,0.082,0.098,0.82,0.607,0.18,0.328,0.18,0.082,0.41,0.377,0.213,0.475,0.23,0.328,0.246,0.492,0.508,-0.374,-0.646,-0.055,-0.434,-0.034,3.997,-0.258,-0.258,-0.097,-0.258,-0.258,-0.214,-0.162,-0.214,-0.214,-0.407,-0.097,-0.162,-0.214,-0.097,-0.097,-0.258,-0.358,-0.162,0,-0.214,POSITIVE
A0A7S5YI14,8.56,1.8,2.7,3.15,4.95,6.31,2.25,9.46,3.15,15.77,1.35,4.95,2.25,1.8,6.31,6.76,5.86,5.41,3.15,4.05,0.117,0.059,0.824,0.203,0.572,0.477,0.023,0.122,0.059,0.117,0.824,0.586,0.189,0.266,0.126,0.032,0.423,0.347,0.23,0.554,0.18,0.225,0.234,0.446,0.554,-0.6,-0.521,-0.41,-0.283,0.054,4.047,-0.304,-0.104,-0.141,-0.157,-0.215,-0.251,-0.123,-0.322,-0.157,-0.42,-0.084,-0.215,-0.123,-0.104,-0.251,-0.263,-0.24,-0.228,-0.157,-0.187,POSITIVE
A0A8B1JXE3,6.86,3.2,5.48,4.79,4.92,5.81,2.04,4.85,6.1,9.43,2.37,5.43,3.83,3.37,3.42,6.44,7.41,8.43,1.1,4.72,0.116,0.103,0.782,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.782,0.524,0.208,0.333,0.139,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.043,-0.501,-0.179,-0.44,0.001,4.191,-0.265,-0.159,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.246,-0.321,-0.128,-0.228,-0.18,-0.165,-0.167,-0.255,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A7U1HD53,8.83,0,5.49,2.86,3.1,10.26,1.19,3.58,7.4,6.44,1.67,5.25,6.68,8.35,6.92,8.83,7.4,1.91,1.19,2.63,0.155,0.084,0.761,0.272,0.437,0.377,0.067,0.069,0.084,0.155,0.761,0.408,0.274,0.432,0.162,0.017,0.437,0.198,0.365,0.353,0.36,0.284,0.279,0.547,0.453,0.682,-0.44,-0.282,-0.382,0.226,4.018,-0.309,0,-0.23,-0.147,-0.155,-0.337,-0.076,-0.172,-0.278,-0.255,-0.099,-0.223,-0.261,-0.299,-0.267,-0.309,-0.278,-0.109,-0.076,-0.138,POSITIVE
A0A6M6BBF6,7.01,3.13,4.79,5.43,4.72,5.99,1.7,4.88,6.27,9.9,2.38,5.29,3.7,3.43,2.97,6.67,7.83,8.42,1.04,4.43,0.109,0.102,0.788,0.255,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.53,0.199,0.341,0.145,0.055,0.391,0.345,0.264,0.451,0.289,0.267,0.228,0.528,0.472,-0.063,-0.566,-0.201,-0.48,0.008,4.172,-0.269,-0.157,-0.21,-0.228,-0.208,-0.243,-0.1,-0.213,-0.25,-0.33,-0.128,-0.224,-0.176,-0.167,-0.151,-0.261,-0.288,-0.301,-0.069,-0.199,POSITIVE
A0A6V7ALI4,5.33,4,1.33,2.67,6.67,1.33,0,4,2.67,18.67,1.33,6.67,2.67,0,4,10.67,5.33,17.33,0,5.33,0.067,0.04,0.893,0.253,0.573,0.493,0.027,0.12,0.04,0.067,0.893,0.653,0.16,0.213,0.16,0.053,0.347,0.427,0.227,0.573,0.16,0.253,0.213,0.547,0.453,-0.993,-0.73,-0.331,-0.541,-0.01,3.657,-0.226,-0.186,-0.083,-0.139,-0.26,-0.083,0,-0.186,-0.139,-0.452,-0.083,-0.26,-0.139,0,-0.186,-0.344,-0.226,-0.438,0,-0.226,POSITIVE
A0A6H1XPU5,4.73,2.55,4.73,4,5.09,5.09,3.27,7.64,4,10.91,1.45,2.91,4,2.91,2.18,8.36,8.73,9.09,2.18,6.18,0.095,0.087,0.818,0.287,0.502,0.415,0.04,0.135,0.087,0.095,0.818,0.564,0.164,0.338,0.171,0.04,0.335,0.415,0.251,0.473,0.225,0.32,0.207,0.502,0.498,-0.47,-0.539,-0.212,-0.426,0.024,4.135,-0.208,-0.135,-0.208,-0.186,-0.219,-0.219,-0.161,-0.283,-0.186,-0.349,-0.089,-0.148,-0.186,-0.148,-0.12,-0.299,-0.307,-0.314,-0.12,-0.248,POSITIVE
A0A7D5J3S8,4.73,2.55,4.73,4,5.09,5.09,2.91,7.64,4,11.27,1.45,2.91,4.36,3.27,1.82,8,8.73,9.09,2.18,6.18,0.087,0.087,0.825,0.287,0.509,0.422,0.044,0.135,0.087,0.087,0.825,0.571,0.16,0.338,0.167,0.04,0.335,0.415,0.251,0.476,0.233,0.316,0.204,0.502,0.498,-0.516,-0.554,-0.208,-0.447,0.034,4.129,-0.208,-0.135,-0.208,-0.186,-0.219,-0.219,-0.148,-0.283,-0.186,-0.355,-0.089,-0.148,-0.197,-0.161,-0.105,-0.292,-0.307,-0.314,-0.12,-0.248,POSITIVE
A0A7D5LYB9,7.01,3.13,4.79,5.43,4.77,5.99,1.7,4.9,6.27,9.85,2.38,5.29,3.72,3.43,2.97,6.65,7.81,8.42,1.04,4.43,0.109,0.102,0.788,0.254,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.531,0.2,0.341,0.145,0.055,0.39,0.345,0.264,0.451,0.289,0.267,0.228,0.528,0.472,-0.065,-0.564,-0.2,-0.478,0.008,4.172,-0.269,-0.157,-0.21,-0.228,-0.209,-0.243,-0.1,-0.213,-0.25,-0.329,-0.128,-0.224,-0.177,-0.167,-0.151,-0.26,-0.287,-0.301,-0.069,-0.199,POSITIVE
A0A8B1J199,5.13,7.69,0,7.69,2.56,5.13,2.56,7.69,5.13,17.95,2.56,0,2.56,2.56,2.56,5.13,12.82,5.13,0,5.13,0.103,0.077,0.821,0.333,0.487,0.436,0.026,0.077,0.077,0.103,0.821,0.641,0.128,0.333,0.179,0.103,0.462,0.41,0.128,0.513,0.179,0.308,0.231,0.436,0.564,-0.598,-0.923,-0.376,-0.488,-0.057,3.81,-0.22,-0.285,0,-0.285,-0.136,-0.22,-0.136,-0.285,-0.22,-0.445,-0.136,0,-0.136,-0.136,-0.136,-0.22,-0.38,-0.22,0,-0.22,POSITIVE
A0A8F1CWZ8,6.25,5,2.5,2.5,13.75,2.5,1.25,5,2.5,15,1.25,1.25,3.75,3.75,2.5,6.25,3.75,11.25,1.25,8.75,0.062,0.05,0.888,0.275,0.6,0.438,0.038,0.238,0.05,0.062,0.888,0.662,0.112,0.212,0.1,0.062,0.35,0.488,0.162,0.6,0.162,0.25,0.2,0.425,0.575,-1.34,-0.342,-0.097,-0.303,-0.046,3.913,-0.25,-0.216,-0.133,-0.133,-0.394,-0.133,-0.079,-0.216,-0.133,-0.411,-0.079,-0.079,-0.178,-0.178,-0.133,-0.25,-0.178,-0.355,-0.079,-0.308,POSITIVE
A0A7T8ATJ8,4.73,2.55,4.73,4,5.09,4.73,3.27,7.64,4,10.55,1.45,2.91,4.73,2.91,2.18,8,8.73,9.45,2.18,6.18,0.095,0.087,0.818,0.284,0.505,0.418,0.047,0.135,0.087,0.095,0.818,0.571,0.171,0.331,0.167,0.04,0.331,0.418,0.251,0.469,0.233,0.324,0.2,0.505,0.495,-0.492,-0.524,-0.204,-0.413,0.034,4.14,-0.208,-0.135,-0.208,-0.186,-0.219,-0.208,-0.161,-0.283,-0.186,-0.342,-0.089,-0.148,-0.208,-0.148,-0.12,-0.292,-0.307,-0.322,-0.12,-0.248,POSITIVE
A0A7U3EC60,6.86,3.17,5.48,4.79,4.93,5.81,2.04,4.85,6.12,9.43,2.37,5.41,3.83,3.37,3.45,6.43,7.41,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.055,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.528,0.472,-0.043,-0.499,-0.181,-0.439,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.228,-0.18,-0.165,-0.168,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A8B1K5Y0,8.83,0,5.73,2.86,3.1,10.26,0.95,3.34,7.4,6.92,1.67,5.25,6.68,8.11,6.92,8.59,7.64,1.91,1.19,2.63,0.153,0.086,0.761,0.27,0.439,0.379,0.067,0.069,0.086,0.153,0.761,0.413,0.272,0.432,0.162,0.017,0.437,0.198,0.365,0.356,0.36,0.282,0.277,0.549,0.451,0.666,-0.449,-0.283,-0.395,0.227,4.012,-0.309,0,-0.236,-0.147,-0.155,-0.337,-0.064,-0.164,-0.278,-0.267,-0.099,-0.223,-0.261,-0.294,-0.267,-0.304,-0.283,-0.109,-0.076,-0.138,POSITIVE
A0A8B1JVN2,4.44,6.67,0,8.89,2.22,6.67,2.22,6.67,4.44,15.56,2.22,2.22,4.44,2.22,2.22,6.67,11.11,4.44,0,6.67,0.089,0.089,0.822,0.333,0.467,0.422,0.044,0.089,0.089,0.089,0.822,0.578,0.156,0.356,0.178,0.089,0.422,0.378,0.2,0.467,0.222,0.333,0.244,0.467,0.533,-0.376,-0.812,-0.221,-0.549,-0.073,3.913,-0.2,-0.26,0,-0.31,-0.122,-0.26,-0.122,-0.26,-0.2,-0.418,-0.122,-0.122,-0.2,-0.122,-0.122,-0.26,-0.352,-0.2,0,-0.26,POSITIVE
A0A7U3HF46,6.85,3.18,5.48,4.79,4.93,5.81,2.03,4.85,6.12,9.41,2.35,5.41,3.83,3.37,3.44,6.44,7.43,8.44,1.1,4.74,0.116,0.103,0.781,0.252,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.139,0.055,0.384,0.347,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.043,-0.5,-0.18,-0.44,0.001,4.19,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.114,-0.212,-0.247,-0.321,-0.127,-0.228,-0.18,-0.165,-0.167,-0.255,-0.279,-0.301,-0.072,-0.208,POSITIVE
A0A6M4N230,7.44,4.96,1.65,6.61,9.09,3.31,2.48,6.61,5.79,12.4,0.83,1.65,4.96,4.13,4.13,5.79,8.26,5.79,0,4.13,0.124,0.083,0.793,0.273,0.504,0.405,0.05,0.132,0.083,0.124,0.793,0.603,0.19,0.298,0.14,0.058,0.438,0.388,0.174,0.496,0.248,0.264,0.215,0.438,0.562,-0.471,-0.488,-0.263,-0.373,0.062,4.043,-0.279,-0.215,-0.098,-0.259,-0.314,-0.163,-0.132,-0.259,-0.238,-0.373,-0.057,-0.098,-0.215,-0.19,-0.19,-0.238,-0.297,-0.238,0,-0.19,POSITIVE
P03519,7.42,0.44,5.68,5.68,6.11,6.55,3.49,4.8,9.17,7.42,4.8,2.62,6.99,1.31,4.37,7.86,4.8,3.93,1.31,5.24,0.17,0.114,0.716,0.197,0.493,0.371,0.07,0.127,0.114,0.17,0.716,0.48,0.266,0.319,0.127,0.052,0.437,0.266,0.297,0.38,0.314,0.332,0.223,0.463,0.537,0.028,-0.236,-0.147,-0.148,0.143,4.143,-0.279,-0.034,-0.235,-0.235,-0.246,-0.258,-0.169,-0.21,-0.316,-0.279,-0.21,-0.138,-0.268,-0.082,-0.197,-0.288,-0.21,-0.184,-0.082,-0.223,POSITIVE
A0A7H0CWT4,4.73,2.55,4.73,4,5.45,5.09,2.91,7.64,4,10.91,1.45,2.91,4.36,3.27,2.18,8,8.73,8.73,2.18,6.18,0.091,0.087,0.822,0.287,0.505,0.415,0.044,0.138,0.087,0.091,0.822,0.567,0.164,0.338,0.167,0.04,0.335,0.415,0.251,0.473,0.233,0.316,0.204,0.498,0.502,-0.494,-0.523,-0.206,-0.432,0.028,4.141,-0.208,-0.135,-0.208,-0.186,-0.229,-0.219,-0.148,-0.283,-0.186,-0.349,-0.089,-0.148,-0.197,-0.161,-0.12,-0.292,-0.307,-0.307,-0.12,-0.248,POSITIVE
A0A7U3HIL2,6.86,3.2,5.47,4.79,4.9,5.81,2.04,4.88,6.12,9.43,2.37,5.41,3.85,3.37,3.44,6.44,7.4,8.41,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.528,0.472,-0.043,-0.501,-0.18,-0.439,0.002,4.191,-0.265,-0.159,-0.229,-0.21,-0.213,-0.238,-0.115,-0.213,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.255,-0.278,-0.3,-0.072,-0.208,POSITIVE
A0A8B1JDQ2,6.86,3.18,5.47,4.79,4.92,5.81,2.04,4.85,6.12,9.43,2.37,5.41,3.85,3.37,3.44,6.43,7.4,8.44,1.1,4.74,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.528,0.472,-0.044,-0.5,-0.18,-0.438,0.002,4.191,-0.265,-0.158,-0.229,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A8B1J7N8,6.86,3.18,5.47,4.79,4.92,5.81,2.04,4.82,6.12,9.43,2.37,5.41,3.85,3.37,3.44,6.43,7.43,8.44,1.1,4.74,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.209,0.333,0.139,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.043,-0.5,-0.18,-0.439,0.001,4.191,-0.265,-0.158,-0.229,-0.21,-0.214,-0.238,-0.115,-0.211,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.279,-0.301,-0.072,-0.208,POSITIVE
A0A8B1JGA5,8.83,0,5.73,2.86,3.1,10.26,0.95,4.06,7.4,6.44,1.43,5.25,6.68,8.35,6.68,8.83,7.4,1.91,1.19,2.63,0.15,0.086,0.764,0.272,0.439,0.382,0.067,0.069,0.086,0.15,0.764,0.411,0.27,0.434,0.162,0.014,0.43,0.203,0.368,0.358,0.363,0.279,0.279,0.549,0.451,0.665,-0.456,-0.279,-0.41,0.231,4.011,-0.309,0,-0.236,-0.147,-0.155,-0.337,-0.064,-0.188,-0.278,-0.255,-0.088,-0.223,-0.261,-0.299,-0.261,-0.309,-0.278,-0.109,-0.076,-0.138,POSITIVE
A0A7U3EDE2,6.88,3.19,5.48,4.78,4.92,5.81,2.04,4.86,6.12,9.43,2.36,5.41,3.82,3.36,3.45,6.4,7.43,8.41,1.1,4.75,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.056,0.384,0.347,0.269,0.446,0.29,0.268,0.223,0.528,0.472,-0.043,-0.5,-0.181,-0.439,0.001,4.191,-0.266,-0.159,-0.23,-0.21,-0.214,-0.238,-0.114,-0.212,-0.247,-0.321,-0.128,-0.228,-0.18,-0.165,-0.168,-0.254,-0.279,-0.3,-0.072,-0.209,POSITIVE
A0A8F0ZVT8,7.12,3.52,3.52,4.05,5.45,7.04,1.58,6.51,3.96,8.18,1.58,7.39,3.78,3.96,3.61,7.65,6.95,7.83,1.76,4.57,0.091,0.076,0.833,0.266,0.493,0.405,0.038,0.118,0.076,0.091,0.833,0.527,0.203,0.332,0.146,0.051,0.34,0.366,0.294,0.474,0.266,0.261,0.253,0.548,0.452,-0.094,-0.536,-0.117,-0.455,-0.058,4.181,-0.272,-0.17,-0.17,-0.187,-0.229,-0.269,-0.095,-0.257,-0.184,-0.295,-0.095,-0.278,-0.179,-0.184,-0.173,-0.284,-0.267,-0.288,-0.103,-0.204,POSITIVE
A0A6V7AKU4,7.44,4.96,1.65,6.61,8.26,3.31,2.48,6.61,5.79,12.4,0.83,1.65,4.96,4.13,4.13,5.79,8.26,6.61,0,4.13,0.124,0.083,0.793,0.273,0.504,0.413,0.05,0.124,0.083,0.124,0.793,0.603,0.19,0.298,0.14,0.058,0.438,0.388,0.174,0.496,0.248,0.264,0.215,0.446,0.554,-0.458,-0.526,-0.285,-0.385,0.067,4.047,-0.279,-0.215,-0.098,-0.259,-0.297,-0.163,-0.132,-0.259,-0.238,-0.373,-0.057,-0.098,-0.215,-0.19,-0.19,-0.238,-0.297,-0.259,0,-0.19,POSITIVE
A0A8B6RN87,7.01,3.13,4.79,5.43,4.74,5.99,1.7,4.93,6.27,9.88,2.38,5.29,3.72,3.43,2.97,6.65,7.81,8.4,1.04,4.43,0.109,0.102,0.788,0.254,0.481,0.399,0.037,0.102,0.102,0.109,0.788,0.531,0.2,0.341,0.145,0.055,0.391,0.345,0.264,0.451,0.289,0.267,0.228,0.528,0.472,-0.065,-0.564,-0.2,-0.479,0.009,4.172,-0.269,-0.157,-0.21,-0.228,-0.209,-0.243,-0.1,-0.214,-0.25,-0.33,-0.128,-0.224,-0.177,-0.167,-0.151,-0.26,-0.287,-0.3,-0.069,-0.199,POSITIVE
A0A8B1JD88,6.86,3.2,5.5,4.79,4.93,5.81,2.04,4.86,6.12,9.46,2.34,5.41,3.82,3.37,3.41,6.43,7.41,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.208,0.333,0.138,0.055,0.384,0.347,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.044,-0.501,-0.18,-0.441,0.002,4.19,-0.265,-0.159,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.247,-0.322,-0.127,-0.228,-0.18,-0.165,-0.166,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A7U0Y746,6.86,3.18,5.47,4.79,4.93,5.81,2.04,4.83,6.12,9.43,2.37,5.41,3.85,3.37,3.44,6.41,7.41,8.44,1.1,4.74,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.108,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.269,0.446,0.29,0.268,0.223,0.528,0.472,-0.045,-0.5,-0.18,-0.438,0.001,4.191,-0.265,-0.158,-0.229,-0.21,-0.214,-0.238,-0.115,-0.211,-0.247,-0.321,-0.128,-0.228,-0.181,-0.165,-0.167,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A859GU52,5.13,7.69,0,7.69,2.56,5.13,2.56,7.69,5.13,17.95,2.56,0,2.56,2.56,2.56,5.13,12.82,5.13,0,5.13,0.103,0.077,0.821,0.333,0.487,0.436,0.026,0.077,0.077,0.103,0.821,0.641,0.128,0.333,0.179,0.103,0.462,0.41,0.128,0.513,0.179,0.308,0.231,0.436,0.564,-0.598,-0.923,-0.376,-0.488,-0.057,3.81,-0.22,-0.285,0,-0.285,-0.136,-0.22,-0.136,-0.285,-0.22,-0.445,-0.136,0,-0.136,-0.136,-0.136,-0.22,-0.38,-0.22,0,-0.22,POSITIVE
A0A8B6R8R2,6.86,3.18,5.48,4.79,4.92,5.81,2.04,4.85,6.1,9.43,2.37,5.41,3.85,3.37,3.45,6.43,7.41,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.529,0.471,-0.043,-0.5,-0.18,-0.439,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.212,-0.246,-0.321,-0.128,-0.228,-0.181,-0.165,-0.168,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A7U3D4K5,4.73,2.55,4.73,4,5.45,4.73,3.27,7.27,4,10.91,1.45,2.91,4.36,2.91,2.18,8,8.73,9.45,2.18,6.18,0.095,0.087,0.818,0.284,0.505,0.415,0.044,0.138,0.087,0.095,0.818,0.571,0.167,0.331,0.167,0.04,0.335,0.418,0.247,0.473,0.229,0.32,0.2,0.502,0.498,-0.503,-0.516,-0.206,-0.413,0.026,4.137,-0.208,-0.135,-0.208,-0.186,-0.229,-0.208,-0.161,-0.275,-0.186,-0.349,-0.089,-0.148,-0.197,-0.148,-0.12,-0.292,-0.307,-0.322,-0.12,-0.248,POSITIVE
A0A8B6R8M6,6.86,3.18,5.48,4.79,4.92,5.81,2.04,4.88,6.1,9.43,2.37,5.41,3.85,3.37,3.45,6.43,7.38,8.43,1.1,4.72,0.116,0.103,0.781,0.251,0.476,0.392,0.038,0.107,0.103,0.116,0.781,0.524,0.209,0.333,0.138,0.056,0.384,0.346,0.27,0.446,0.29,0.268,0.223,0.528,0.472,-0.044,-0.5,-0.181,-0.439,0.002,4.191,-0.265,-0.158,-0.23,-0.21,-0.214,-0.238,-0.115,-0.213,-0.246,-0.321,-0.128,-0.228,-0.181,-0.165,-0.168,-0.254,-0.278,-0.301,-0.072,-0.208,POSITIVE
A0A7U3EZE5,8.83,0,5.73,2.86,3.34,10.02,0.95,3.34,7.64,6.44,1.67,5.25,6.68,8.35,6.92,8.83,7.64,1.67,1.19,2.63,0.155,0.086,0.759,0.274,0.432,0.37,0.067,0.072,0.086,0.155,0.759,0.408,0.274,0.434,0.165,0.017,0.437,0.198,0.365,0.348,0.365,0.284,0.277,0.547,0.453,0.693,-0.421,-0.277,-0.39,0.226,4.009,-0.309,0,-0.236,-0.147,-0.164,-0.333,-0.064,-0.164,-0.283,-0.255,-0.099,-0.223,-0.261,-0.299,-0.267,-0.309,-0.283,-0.099,-0.076,-0.138,POSITIVE
A0A7D5LGW2,4.73,2.55,4.73,4,5.09,5.09,2.55,7.64,4,10.91,1.45,2.91,4.36,3.27,2.18,8,8.73,9.09,2.18,6.55,0.087,0.087,0.825,0.291,0.505,0.418,0.044,0.138,0.087,0.087,0.825,0.567,0.16,0.338,0.167,0.04,0.331,0.418,0.251,0.473,0.233,0.316,0.204,0.502,0.498,-0.506,-0.538,-0.215,-0.451,0.025,4.134,-0.208,-0.135,-0.208,-0.186,-0.219,-0.219,-0.135,-0.283,-0.186,-0.349,-0.089,-0.148,-0.197,-0.161,-0.12,-0.292,-0.307,-0.314,-0.12,-0.257,POSITIVE
A0A7G4WIF1,4.17,5.21,6.25,2.08,6.25,4.17,3.12,6.25,5.21,9.38,4.17,3.12,4.17,1.04,5.21,6.25,6.25,9.38,3.12,5.21,0.135,0.083,0.781,0.24,0.51,0.375,0.042,0.146,0.083,0.135,0.781,0.583,0.208,0.26,0.125,0.094,0.344,0.417,0.24,0.479,0.219,0.292,0.198,0.49,0.51,-0.465,-0.303,-0.121,-0.119,-0.104,4.196,-0.191,-0.222,-0.25,-0.116,-0.25,-0.191,-0.156,-0.25,-0.222,-0.32,-0.191,-0.156,-0.191,-0.069,-0.222,-0.25,-0.25,-0.32,-0.156,-0.222,POSITIVE
